100	5	64	3
1	1	1	1	1	3680	31130	6688	4080	124519	-1
0	job0	1	50	20	20	28	0	23
0	job1	1	50	20	20	28	0	126
0	job2	1	50	20	20	28	0	135
0	job3	1	50	20	20	28	0	154
0	job4	1	50	20	20	28	0	171
0	job5	1	50	20	20	28	0	183
0	job6	1	50	20	20	28	0	184
0	job7	1	50	20	20	28	0	184
0	job8	1	50	20	20	28	0	186
0	job9	1	50	20	20	28	0	187
0	job10	1	50	20	20	28	0	189
0	job11	1	50	20	20	28	0	192
0	job12	1	50	20	20	28	0	202
0	job13	1	50	20	20	28	0	205
0	job14	1	50	20	20	28	0	222
0	job15	1	50	20	20	28	0	274
0	job16	1	50	20	20	28	0	285
0	job17	1	50	20	20	28	0	289
0	job18	1	50	20	20	28	0	327
0	job19	1	50	20	20	28	0	349
0	job20	1	50	20	20	28	0	357
0	job21	1	50	20	20	28	0	358
0	job22	1	50	20	20	28	0	390
0	job23	1	50	20	20	28	0	405
0	job24	1	50	20	20	28	0	451
0	job25	1	50	20	20	28	0	476
0	job26	1	50	20	20	28	0	483
0	job27	1	50	20	20	28	0	488
1	job28	1	50	6079	6079	8753	0	519
0	job29	1	50	20	20	28	0	527
0	job30	1	50	20	20	28	0	571
0	job31	1	50	20	20	28	0	579
0	job32	1	50	20	20	28	0	588
0	job33	1	50	20	20	28	0	590
0	job34	1	50	20	20	28	0	636
0	job35	1	50	20	20	28	0	656
0	job36	1	50	20	20	28	0	658
0	job37	1	50	20	20	28	0	688
0	job38	1	50	20	20	28	0	695
0	job39	1	50	20	20	28	0	716
0	job40	1	50	20	20	28	0	722
0	job41	1	50	20	20	28	0	723
0	job42	1	50	20	20	28	0	758
0	job43	1	50	20	20	28	0	776
0	job44	1	50	20	20	28	0	787
0	job45	1	50	20	20	28	0	793
0	job46	1	50	20	20	28	0	795
0	job47	1	50	20	20	28	0	816
0	job48	1	50	20	20	28	0	821
0	job49	1	50	20	20	28	0	841
0	job50	1	50	20	20	28	0	850
0	job51	1	50	20	20	28	0	879
0	job52	1	50	20	20	28	0	904
0	job53	1	50	20	20	28	0	917
0	job54	1	50	20	20	28	0	950
0	job55	1	50	20	20	28	0	961
0	job56	1	50	20	20	28	0	967
0	job57	1	50	20	20	28	0	1023
0	job58	1	50	20	20	28	0	1051
0	job59	1	50	20	20	28	0	1061
0	job60	1	50	20	20	28	0	1103
0	job61	1	50	20	20	28	0	1132
0	job62	1	50	20	20	28	0	1155
0	job63	1	50	20	20	28	0	1171
0	job64	1	50	20	20	28	0	1184
0	job65	1	50	20	20	28	0	1233
0	job66	1	50	20	20	28	0	1272
0	job67	1	50	20	20	28	0	1278
0	job68	1	50	20	20	28	0	1334
0	job69	1	50	20	20	28	0	1340
0	job70	1	50	20	20	28	0	1350
0	job71	1	50	20	20	28	0	1361
0	job72	1	50	20	20	28	0	1379
0	job73	1	50	20	20	28	0	1380
0	job74	1	50	20	20	28	0	1395
0	job75	1	50	20	20	28	0	1398
0	job76	1	50	20	20	28	0	1411
0	job77	1	50	20	20	28	0	1412
0	job78	1	50	20	20	28	0	1420
0	job79	1	50	20	20	28	0	1421
0	job80	1	50	20	20	28	0	1422
0	job81	1	50	20	20	28	0	1422
0	job82	1	50	20	20	28	0	1423
0	job83	1	50	20	20	28	0	1424
0	job84	1	50	20	20	28	0	1424
1	job85	1	50	6079	6079	8753	0	1425
0	job86	1	50	20	20	28	0	1427
0	job87	1	50	20	20	28	0	1436
0	job88	1	50	20	20	28	0	1448
